trial_id,month,source,device,payment_probability
158,1,Facebook Campaigns,Mobile,0
159,1,Facebook Campaigns,Mobile,0
160,1,Facebook Campaigns,Mobile,0
161,1,Facebook Campaigns,Mobile,0
162,1,Facebook Campaigns,Mobile,0
163,1,Facebook Campaigns,Mobile,0
164,1,Facebook Campaigns,Mobile,0
165,1,Facebook Campaigns,Mobile,0
166,1,Facebook Campaigns,Mobile,0
167,1,Facebook Campaigns,Mobile,0
168,1,Facebook Campaigns,Mobile,0
169,1,Facebook Campaigns,Mobile,0
170,1,Facebook Campaigns,Mobile,0
171,1,Facebook Campaigns,Mobile,0
172,1,Facebook Campaigns,Mobile,0
173,1,Facebook Campaigns,Mobile,0
174,1,Facebook Campaigns,Mobile,0
175,1,Facebook Campaigns,Mobile,0
176,1,Facebook Campaigns,Mobile,0
177,1,Facebook Campaigns,Mobile,0
178,1,Facebook Campaigns,Desktop,0
179,1,Facebook Campaigns,Desktop,0
180,1,Facebook Campaigns,Desktop,0
181,1,Facebook Campaigns,Desktop,0
182,1,Facebook Campaigns,Desktop,0
183,1,Facebook Campaigns,Desktop,0
184,1,Facebook Campaigns,Mobile,0
185,1,Facebook Campaigns,Mobile,0
186,1,Facebook Campaigns,Mobile,0
187,1,Facebook Campaigns,Mobile,0
188,1,Facebook Campaigns,Mobile,0
189,1,Facebook Campaigns,Mobile,0
190,1,Facebook Campaigns,Mobile,0
191,1,Facebook Campaigns,Mobile,0
192,1,Facebook Campaigns,Mobile,0
193,1,Facebook Campaigns,Mobile,0
194,1,Facebook Campaigns,Mobile,0
195,1,Facebook Campaigns,Mobile,0
196,1,Facebook Campaigns,Mobile,0
197,1,Facebook Campaigns,Mobile,0
198,1,Facebook Campaigns,Mobile,0
199,1,Facebook Campaigns,Mobile,0
200,1,Facebook Campaigns,Mobile,0
201,1,Facebook Campaigns,Mobile,0
202,1,Facebook Campaigns,Mobile,0
203,1,Facebook Campaigns,Mobile,0
204,1,Facebook Campaigns,Mobile,0
205,1,Facebook Campaigns,Mobile,0
206,1,Facebook Campaigns,Mobile,0
207,1,Facebook Campaigns,Mobile,0
208,1,Facebook Campaigns,Mobile,0
209,1,Facebook Campaigns,Mobile,0
210,1,Facebook Campaigns,Mobile,0
211,1,Facebook Campaigns,Mobile,0
212,1,Facebook Campaigns,Mobile,0
213,1,Facebook Campaigns,Mobile,0
214,1,Facebook Campaigns,Mobile,0
215,1,Facebook Campaigns,Mobile,0
216,1,Facebook Campaigns,Mobile,0
217,1,Facebook Campaigns,Mobile,0
218,1,Facebook Campaigns,Mobile,0
219,1,Facebook Campaigns,Mobile,0
220,1,Facebook Campaigns,Mobile,0
221,1,Facebook Campaigns,Mobile,0
222,1,Facebook Campaigns,Mobile,0
223,1,Facebook Campaigns,Mobile,0
224,1,Facebook Campaigns,Mobile,0
225,1,Facebook Campaigns,Mobile,0
226,1,Facebook Campaigns,Mobile,0
227,1,Facebook Campaigns,Mobile,0
228,1,Facebook Campaigns,Mobile,0
229,1,Facebook Campaigns,Mobile,0
230,1,Facebook Campaigns,Mobile,0
231,1,Facebook Campaigns,Mobile,0
232,1,Facebook Campaigns,Mobile,0
233,1,Facebook Campaigns,Mobile,0
234,1,Facebook Campaigns,Mobile,0
235,1,Facebook Campaigns,Mobile,0
236,1,Facebook Campaigns,Mobile,0
237,2,Facebook Campaigns,Desktop,0
238,2,Facebook Campaigns,Desktop,0
239,2,Facebook Campaigns,Desktop,0
240,2,Facebook Campaigns,Desktop,0
241,2,Facebook Campaigns,Desktop,0
242,2,Facebook Campaigns,Desktop,0
243,2,Facebook Campaigns,Desktop,0
244,2,Facebook Campaigns,Desktop,0
245,2,Facebook Campaigns,Desktop,0
246,2,Facebook Campaigns,Desktop,0
247,2,Facebook Campaigns,Mobile,0
248,2,Facebook Campaigns,Mobile,0
249,2,Facebook Campaigns,Mobile,0
250,2,Facebook Campaigns,Mobile,0
251,2,Facebook Campaigns,Mobile,0
252,2,Facebook Campaigns,Mobile,0
253,2,Facebook Campaigns,Mobile,0
254,2,Facebook Campaigns,Mobile,0
255,2,Facebook Campaigns,Mobile,0
256,2,Facebook Campaigns,Mobile,0
257,2,Facebook Campaigns,Mobile,0
258,2,Facebook Campaigns,Mobile,0
259,2,Facebook Campaigns,Mobile,0
260,2,Facebook Campaigns,Mobile,0
261,2,Facebook Campaigns,Mobile,0
262,2,Facebook Campaigns,Mobile,0
263,2,Facebook Campaigns,Mobile,0
264,2,Facebook Campaigns,Mobile,0
265,2,Facebook Campaigns,Mobile,0
266,2,Facebook Campaigns,Mobile,0
267,2,Facebook Campaigns,Mobile,0
268,2,Facebook Campaigns,Mobile,0
269,2,Facebook Campaigns,Mobile,0
270,2,Facebook Campaigns,Mobile,0
271,2,Facebook Campaigns,Mobile,0
272,2,Facebook Campaigns,Mobile,0
273,2,Facebook Campaigns,Mobile,0
274,2,Facebook Campaigns,Mobile,0
275,2,Facebook Campaigns,Mobile,0
276,2,Facebook Campaigns,Mobile,0
277,2,Facebook Campaigns,Mobile,0
278,2,Facebook Campaigns,Mobile,0
279,2,Facebook Campaigns,Mobile,0
280,2,Facebook Campaigns,Mobile,0
281,2,Facebook Campaigns,Mobile,0
282,2,Facebook Campaigns,Mobile,0
283,2,Facebook Campaigns,Mobile,0
284,2,Facebook Campaigns,Mobile,0
285,2,Facebook Campaigns,Mobile,0
286,2,Facebook Campaigns,Mobile,0
287,2,Facebook Campaigns,Mobile,0
288,2,Facebook Campaigns,Mobile,0
289,2,Facebook Campaigns,Mobile,0
290,2,Facebook Campaigns,Mobile,0
291,2,Facebook Campaigns,Mobile,0
292,2,Facebook Campaigns,Mobile,0
293,2,Facebook Campaigns,Mobile,0
294,2,Facebook Campaigns,Mobile,0
295,2,Facebook Campaigns,Mobile,0
296,2,Facebook Campaigns,Mobile,0
297,2,Facebook Campaigns,Mobile,0
298,2,Facebook Campaigns,Mobile,0
299,2,Facebook Campaigns,Mobile,0
300,2,Facebook Campaigns,Mobile,0
301,2,Facebook Campaigns,Mobile,0
302,2,Facebook Campaigns,Mobile,0
303,2,Facebook Campaigns,Mobile,0
304,2,Facebook Campaigns,Mobile,0
305,2,Facebook Campaigns,Mobile,0
306,2,Facebook Campaigns,Mobile,0
307,2,Facebook Campaigns,Mobile,0
308,2,Facebook Campaigns,Mobile,0
309,2,Facebook Campaigns,Mobile,0
310,2,Facebook Campaigns,Mobile,0
311,2,Facebook Campaigns,Mobile,0
312,2,Facebook Campaigns,Desktop,0
313,2,Facebook Campaigns,Desktop,0
314,2,Facebook Campaigns,Desktop,0
315,2,Facebook Campaigns,Desktop,0
316,2,Facebook Campaigns,Desktop,0
317,2,Facebook Campaigns,Desktop,0
318,2,Facebook Campaigns,Desktop,0
319,2,Facebook Campaigns,Desktop,0
320,2,Facebook Campaigns,Desktop,0
321,2,Facebook Campaigns,Desktop,0
322,2,Facebook Campaigns,Mobile,0
323,2,Facebook Campaigns,Mobile,0
324,2,Facebook Campaigns,Mobile,0
325,2,Facebook Campaigns,Mobile,0
326,2,Facebook Campaigns,Mobile,0
327,2,Facebook Campaigns,Mobile,0
328,2,Facebook Campaigns,Mobile,0
329,2,Facebook Campaigns,Mobile,0
330,2,Facebook Campaigns,Mobile,0
331,2,Facebook Campaigns,Mobile,0
332,2,Facebook Campaigns,Mobile,0
333,2,Facebook Campaigns,Mobile,0
334,2,Facebook Campaigns,Mobile,0
335,2,Facebook Campaigns,Mobile,0
336,2,Facebook Campaigns,Mobile,0
337,2,Facebook Campaigns,Mobile,0
338,2,Facebook Campaigns,Mobile,0
339,2,Facebook Campaigns,Mobile,0
340,2,Facebook Campaigns,Mobile,0
341,2,Facebook Campaigns,Mobile,0
342,2,Facebook Campaigns,Mobile,0
343,2,Facebook Campaigns,Mobile,0
344,2,Facebook Campaigns,Mobile,0
345,2,Facebook Campaigns,Mobile,0
346,2,Facebook Campaigns,Mobile,0
347,2,Facebook Campaigns,Mobile,0
348,2,Facebook Campaigns,Mobile,0
349,2,Facebook Campaigns,Mobile,0
350,2,Facebook Campaigns,Mobile,0
351,2,Facebook Campaigns,Mobile,0
352,2,Facebook Campaigns,Mobile,0
353,2,Facebook Campaigns,Mobile,0
354,2,Facebook Campaigns,Mobile,0
355,2,Facebook Campaigns,Mobile,0
356,2,Facebook Campaigns,Mobile,0
357,2,Facebook Campaigns,Mobile,0
358,2,Facebook Campaigns,Mobile,0
359,2,Facebook Campaigns,Mobile,0
360,2,Facebook Campaigns,Mobile,0
361,2,Facebook Campaigns,Mobile,0
362,2,Facebook Campaigns,Mobile,0
363,2,Facebook Campaigns,Mobile,0
364,2,Facebook Campaigns,Mobile,0
365,2,Facebook Campaigns,Mobile,0
366,2,Facebook Campaigns,Mobile,0
367,2,Facebook Campaigns,Mobile,0
368,2,Facebook Campaigns,Mobile,0
369,2,Facebook Campaigns,Mobile,0
370,2,Facebook Campaigns,Mobile,0
371,2,Facebook Campaigns,Mobile,0
372,2,Facebook Campaigns,Mobile,0
373,2,Facebook Campaigns,Mobile,0
374,2,Facebook Campaigns,Mobile,0
375,2,Facebook Campaigns,Mobile,0
376,2,Facebook Campaigns,Mobile,0
377,2,Facebook Campaigns,Mobile,0
378,2,Facebook Campaigns,Mobile,0
379,2,Facebook Campaigns,Mobile,0
380,2,Facebook Campaigns,Mobile,0
381,2,Facebook Campaigns,Mobile,0
382,2,Facebook Campaigns,Mobile,0
383,2,Facebook Campaigns,Mobile,0
384,2,Facebook Campaigns,Mobile,0
385,2,Facebook Campaigns,Mobile,0
386,2,Facebook Campaigns,Mobile,0
387,2,Facebook Campaigns,Desktop,0
388,2,Facebook Campaigns,Desktop,0
389,2,Facebook Campaigns,Desktop,0
390,2,Facebook Campaigns,Desktop,0
391,2,Facebook Campaigns,Desktop,0
392,2,Facebook Campaigns,Desktop,0
393,2,Facebook Campaigns,Desktop,0
394,2,Facebook Campaigns,Desktop,0
395,2,Facebook Campaigns,Desktop,0
396,2,Facebook Campaigns,Desktop,0
397,2,Facebook Campaigns,Mobile,0
398,2,Facebook Campaigns,Mobile,0
399,2,Facebook Campaigns,Mobile,0
400,2,Facebook Campaigns,Mobile,0
401,2,Facebook Campaigns,Mobile,0
402,2,Facebook Campaigns,Mobile,0
403,2,Facebook Campaigns,Mobile,0
404,2,Facebook Campaigns,Mobile,0
405,2,Facebook Campaigns,Mobile,0
406,2,Facebook Campaigns,Mobile,0
407,2,Facebook Campaigns,Mobile,0
408,2,Facebook Campaigns,Mobile,0
409,2,Facebook Campaigns,Mobile,0
410,2,Facebook Campaigns,Mobile,0
411,2,Facebook Campaigns,Mobile,0
412,2,Facebook Campaigns,Mobile,0
413,2,Facebook Campaigns,Mobile,0
414,2,Facebook Campaigns,Mobile,0
415,2,Facebook Campaigns,Mobile,0
416,2,Facebook Campaigns,Mobile,0
417,2,Facebook Campaigns,Mobile,0
418,2,Facebook Campaigns,Mobile,0
419,2,Facebook Campaigns,Mobile,0
420,2,Facebook Campaigns,Mobile,0
421,2,Facebook Campaigns,Mobile,0
422,2,Facebook Campaigns,Mobile,0
423,2,Facebook Campaigns,Mobile,0
424,2,Facebook Campaigns,Mobile,0
425,2,Facebook Campaigns,Mobile,0
426,2,Facebook Campaigns,Mobile,0
427,2,Facebook Campaigns,Mobile,0
428,2,Facebook Campaigns,Mobile,0
429,2,Facebook Campaigns,Mobile,0
430,2,Facebook Campaigns,Mobile,0
431,2,Facebook Campaigns,Mobile,0
432,2,Facebook Campaigns,Mobile,0
433,2,Facebook Campaigns,Mobile,0
434,2,Facebook Campaigns,Mobile,0
435,2,Facebook Campaigns,Mobile,0
436,2,Facebook Campaigns,Mobile,0
437,2,Facebook Campaigns,Mobile,0
438,2,Facebook Campaigns,Mobile,0
439,2,Facebook Campaigns,Mobile,0
440,2,Facebook Campaigns,Mobile,0
441,2,Facebook Campaigns,Mobile,0
442,2,Facebook Campaigns,Mobile,0
443,2,Facebook Campaigns,Mobile,0
444,2,Facebook Campaigns,Mobile,0
445,2,Facebook Campaigns,Mobile,0
446,2,Facebook Campaigns,Mobile,0
447,2,Facebook Campaigns,Mobile,0
448,2,Facebook Campaigns,Mobile,0
449,2,Facebook Campaigns,Mobile,0
450,2,Facebook Campaigns,Mobile,0
451,2,Facebook Campaigns,Mobile,0
452,2,Facebook Campaigns,Mobile,0
453,2,Facebook Campaigns,Mobile,0
454,2,Facebook Campaigns,Mobile,0
455,2,Facebook Campaigns,Mobile,0
456,2,Facebook Campaigns,Mobile,0
457,2,Facebook Campaigns,Mobile,0
458,2,Facebook Campaigns,Mobile,0
459,2,Facebook Campaigns,Mobile,0
460,2,Facebook Campaigns,Mobile,0
461,2,Facebook Campaigns,Mobile,0
462,2,Facebook Campaigns,Desktop,0
463,2,Facebook Campaigns,Desktop,0
464,2,Facebook Campaigns,Desktop,0
465,2,Facebook Campaigns,Desktop,0
466,2,Facebook Campaigns,Desktop,0
467,2,Facebook Campaigns,Desktop,0
468,2,Facebook Campaigns,Desktop,0
469,2,Facebook Campaigns,Desktop,0
470,2,Facebook Campaigns,Desktop,0
471,2,Facebook Campaigns,Desktop,0
472,2,Facebook Campaigns,Mobile,0
473,2,Facebook Campaigns,Mobile,0
474,2,Facebook Campaigns,Mobile,0
475,2,Facebook Campaigns,Mobile,0
476,2,Facebook Campaigns,Mobile,0
477,2,Facebook Campaigns,Mobile,0
478,2,Facebook Campaigns,Mobile,0
479,2,Facebook Campaigns,Mobile,0
480,2,Facebook Campaigns,Mobile,0
481,2,Facebook Campaigns,Mobile,0
482,2,Facebook Campaigns,Mobile,0
483,2,Facebook Campaigns,Mobile,0
484,2,Facebook Campaigns,Mobile,0
485,2,Facebook Campaigns,Mobile,0
486,2,Facebook Campaigns,Mobile,0
487,2,Facebook Campaigns,Mobile,0
488,2,Facebook Campaigns,Mobile,0
489,2,Facebook Campaigns,Mobile,0
490,2,Facebook Campaigns,Mobile,0
491,2,Facebook Campaigns,Mobile,0
492,2,Facebook Campaigns,Mobile,0
493,2,Facebook Campaigns,Mobile,0
494,2,Facebook Campaigns,Mobile,0
495,2,Facebook Campaigns,Mobile,0
496,2,Facebook Campaigns,Mobile,0
497,2,Facebook Campaigns,Mobile,0
498,2,Facebook Campaigns,Mobile,0
499,2,Facebook Campaigns,Mobile,0
500,2,Facebook Campaigns,Mobile,0
501,2,Facebook Campaigns,Mobile,0
502,2,Facebook Campaigns,Mobile,0
503,2,Facebook Campaigns,Mobile,0
504,2,Facebook Campaigns,Mobile,0
505,2,Facebook Campaigns,Mobile,0
506,2,Facebook Campaigns,Mobile,0
507,2,Facebook Campaigns,Mobile,0
508,2,Facebook Campaigns,Mobile,0
509,2,Facebook Campaigns,Mobile,0
510,2,Facebook Campaigns,Mobile,0
511,2,Facebook Campaigns,Mobile,0
512,2,Facebook Campaigns,Mobile,0
513,2,Facebook Campaigns,Mobile,0
514,2,Facebook Campaigns,Mobile,0
515,2,Facebook Campaigns,Mobile,0
516,2,Facebook Campaigns,Mobile,0
517,2,Facebook Campaigns,Mobile,0
518,2,Facebook Campaigns,Mobile,0
519,2,Facebook Campaigns,Mobile,0
520,2,Facebook Campaigns,Mobile,0
521,2,Facebook Campaigns,Mobile,0
522,2,Facebook Campaigns,Mobile,0
523,2,Facebook Campaigns,Mobile,0
524,2,Facebook Campaigns,Mobile,0
525,2,Facebook Campaigns,Mobile,0
526,2,Facebook Campaigns,Mobile,0
527,2,Facebook Campaigns,Mobile,0
528,2,Facebook Campaigns,Mobile,0
529,2,Facebook Campaigns,Mobile,0
530,2,Facebook Campaigns,Mobile,0
531,2,Facebook Campaigns,Mobile,0
532,2,Facebook Campaigns,Mobile,0
533,2,Facebook Campaigns,Mobile,0
534,2,Facebook Campaigns,Mobile,0
535,2,Facebook Campaigns,Mobile,0
536,2,Facebook Campaigns,Mobile,0
537,3,Facebook Campaigns,Desktop,0
538,3,Facebook Campaigns,Desktop,0
539,3,Facebook Campaigns,Desktop,0
540,3,Facebook Campaigns,Desktop,0
541,3,Facebook Campaigns,Desktop,0
542,3,Facebook Campaigns,Desktop,0
543,3,Facebook Campaigns,Desktop,0
544,3,Facebook Campaigns,Desktop,0
545,3,Facebook Campaigns,Mobile,0
546,3,Facebook Campaigns,Mobile,0
547,3,Facebook Campaigns,Mobile,0
548,3,Facebook Campaigns,Mobile,0
549,3,Facebook Campaigns,Mobile,0
550,3,Facebook Campaigns,Mobile,0
551,3,Facebook Campaigns,Mobile,0
552,3,Facebook Campaigns,Mobile,0
553,3,Facebook Campaigns,Mobile,0
554,3,Facebook Campaigns,Mobile,0
555,3,Facebook Campaigns,Mobile,0
556,3,Facebook Campaigns,Mobile,0
557,3,Facebook Campaigns,Mobile,0
558,3,Facebook Campaigns,Mobile,0
559,3,Facebook Campaigns,Mobile,0
560,3,Facebook Campaigns,Mobile,0
561,3,Facebook Campaigns,Mobile,0
562,3,Facebook Campaigns,Mobile,0
563,3,Facebook Campaigns,Mobile,0
564,3,Facebook Campaigns,Mobile,0
565,3,Facebook Campaigns,Mobile,0
566,3,Facebook Campaigns,Mobile,0
567,3,Facebook Campaigns,Mobile,0
568,3,Facebook Campaigns,Mobile,0
569,3,Facebook Campaigns,Mobile,0
570,3,Facebook Campaigns,Mobile,0
571,3,Facebook Campaigns,Mobile,0
572,3,Facebook Campaigns,Mobile,0
573,3,Facebook Campaigns,Mobile,0
574,3,Facebook Campaigns,Mobile,0
575,3,Facebook Campaigns,Mobile,0
576,3,Facebook Campaigns,Mobile,0
577,3,Facebook Campaigns,Mobile,0
578,3,Facebook Campaigns,Mobile,0
579,3,Facebook Campaigns,Mobile,0
580,3,Facebook Campaigns,Mobile,0
581,3,Facebook Campaigns,Mobile,0
582,3,Facebook Campaigns,Mobile,0
583,3,Facebook Campaigns,Mobile,0
584,3,Facebook Campaigns,Mobile,0
585,3,Facebook Campaigns,Mobile,0
586,3,Facebook Campaigns,Mobile,0
587,3,Facebook Campaigns,Mobile,0
588,3,Facebook Campaigns,Mobile,0
589,3,Facebook Campaigns,Mobile,0
590,3,Facebook Campaigns,Mobile,0
591,3,Facebook Campaigns,Mobile,0
592,3,Facebook Campaigns,Mobile,0
593,3,Facebook Campaigns,Mobile,0
594,3,Facebook Campaigns,Mobile,0
595,3,Facebook Campaigns,Mobile,0
596,3,Facebook Campaigns,Mobile,0
597,3,Facebook Campaigns,Mobile,0
598,3,Facebook Campaigns,Mobile,0
599,3,Facebook Campaigns,Mobile,0
600,3,Facebook Campaigns,Mobile,0
601,3,Facebook Campaigns,Mobile,0
602,3,Facebook Campaigns,Mobile,0
603,3,Facebook Campaigns,Mobile,0
604,3,Facebook Campaigns,Mobile,0
605,3,Facebook Campaigns,Mobile,0
606,3,Facebook Campaigns,Mobile,0
607,3,Facebook Campaigns,Mobile,0
608,3,Facebook Campaigns,Mobile,0
609,3,Facebook Campaigns,Desktop,0
610,3,Facebook Campaigns,Desktop,0
611,3,Facebook Campaigns,Desktop,0
612,3,Facebook Campaigns,Desktop,0
613,3,Facebook Campaigns,Desktop,0
614,3,Facebook Campaigns,Desktop,0
615,3,Facebook Campaigns,Desktop,0
616,3,Facebook Campaigns,Desktop,0
617,3,Facebook Campaigns,Mobile,0
618,3,Facebook Campaigns,Mobile,0
619,3,Facebook Campaigns,Mobile,0
620,3,Facebook Campaigns,Mobile,0
621,3,Facebook Campaigns,Mobile,0
622,3,Facebook Campaigns,Mobile,0
623,3,Facebook Campaigns,Mobile,0
624,3,Facebook Campaigns,Mobile,0
625,3,Facebook Campaigns,Mobile,0
626,3,Facebook Campaigns,Mobile,0
627,3,Facebook Campaigns,Mobile,0
628,3,Facebook Campaigns,Mobile,0
629,3,Facebook Campaigns,Mobile,0
630,3,Facebook Campaigns,Mobile,0
631,3,Facebook Campaigns,Mobile,0
632,3,Facebook Campaigns,Mobile,0
633,3,Facebook Campaigns,Mobile,0
634,3,Facebook Campaigns,Mobile,0
635,3,Facebook Campaigns,Mobile,0
636,3,Facebook Campaigns,Mobile,0
637,3,Facebook Campaigns,Mobile,0
638,3,Facebook Campaigns,Mobile,0
639,3,Facebook Campaigns,Mobile,0
640,3,Facebook Campaigns,Mobile,0
641,3,Facebook Campaigns,Mobile,0
642,3,Facebook Campaigns,Mobile,0
643,3,Facebook Campaigns,Mobile,0
644,3,Facebook Campaigns,Mobile,0
645,3,Facebook Campaigns,Mobile,0
646,3,Facebook Campaigns,Mobile,0
647,3,Facebook Campaigns,Mobile,0
648,3,Facebook Campaigns,Mobile,0
649,3,Facebook Campaigns,Mobile,0
650,3,Facebook Campaigns,Mobile,0
651,3,Facebook Campaigns,Mobile,0
652,3,Facebook Campaigns,Mobile,0
653,3,Facebook Campaigns,Mobile,0
654,3,Facebook Campaigns,Mobile,0
655,3,Facebook Campaigns,Mobile,0
656,3,Facebook Campaigns,Mobile,0
657,3,Facebook Campaigns,Mobile,0
658,3,Facebook Campaigns,Mobile,0
659,3,Facebook Campaigns,Mobile,0
660,3,Facebook Campaigns,Mobile,0
661,3,Facebook Campaigns,Mobile,0
662,3,Facebook Campaigns,Mobile,0
663,3,Facebook Campaigns,Mobile,0
664,3,Facebook Campaigns,Mobile,0
665,3,Facebook Campaigns,Mobile,0
